id,is_russia,purch_id,created_at,state,amount
66735,yes,,,,
66768,yes,,,,
66881,no,,,,
66986,yes,,,,
67028,yes,,,,
67083,yes,,,,
67134,yes,,,,
67208,yes,,,,
67289,yes,,,,
67313,yes,,,,
67376,yes,,,,
67403,yes,,,,
67475,yes,,,,
67605,yes,,,,
67616,yes,,,,
67664,yes,,,,
67750,yes,211751,2020-04-21,successful,213.2486182
67783,yes,,,,
67851,yes,,,,
67874,yes,,,,
67949,yes,,,,
67975,yes,,,,
68032,yes,,,,
68118,yes,,,,
68235,yes,,,,
68265,yes,,,,
68357,yes,,,,
68424,yes,,,,
68471,yes,,,,
68514,yes,,,,
68551,yes,,,,
68565,yes,,,,
68609,yes,,,,
68666,yes,,,,
68770,yes,,,,
68784,yes,,,,
68857,yes,,,,
68895,yes,,,,
68950,yes,,,,
69058,yes,,,,
69083,yes,,,,
69148,yes,,,,
69177,yes,,,,
69236,yes,,,,
69464,yes,,,,
69487,no,,,,
69564,yes,,,,
69575,no,,,,
69967,no,,,,
70000,yes,,,,
70038,yes,,,,
70182,yes,,,,
70333,yes,,,,
70384,yes,,,,
70448,yes,,,,
70625,yes,,,,
70657,yes,,,,
70764,yes,,,,
70870,yes,,,,
70882,yes,,,,
70921,yes,,,,
70957,yes,,,,
71265,yes,,,,
71418,yes,,,,
71689,yes,,,,
71694,yes,,,,
71753,yes,,,,
72666,yes,,,,
72841,yes,,,,
73058,yes,,,,
73174,no,,,,
73589,no,302535,2020-06-17,successful,386.0052121
73683,yes,,,,
73884,yes,56262,2020-03-23,successful,538.3646371
73884,yes,56260,2020-03-02,successful,482.3216111
73927,yes,,,,
74035,yes,,,,
74200,yes,,,,
74424,yes,,,,
74479,no,,,,
74633,yes,55999,2020-03-25,successful,436.2935138
74691,yes,,,,
74725,yes,,,,
74816,yes,,,,
74989,yes,,,,
75100,yes,,,,
75230,yes,,,,
75269,yes,56513,2020-03-02,canceled,1434.917725
75351,no,,,,
75356,yes,,,,
75564,yes,,,,
75667,yes,,,,
75855,no,,,,
75987,yes,,,,
76025,yes,,,,
76504,yes,,,,
76584,yes,,,,
76692,yes,,,,
76780,no,,,,
77105,no,,,,
77320,yes,,,,
77505,yes,,,,
77559,yes,,,,
77804,yes,,,,
77878,yes,,,,
78052,yes,,,,
78268,yes,,,,
78333,yes,,,,
78452,yes,,,,
78874,yes,,,,
78883,yes,,,,
79005,yes,,,,
79046,yes,,,,
79118,yes,,,,
79130,no,,,,
79384,yes,,,,
79446,yes,,,,
79468,yes,,,,
79618,yes,,,,
79694,yes,,,,
79724,yes,,,,
79772,yes,,,,
80000,yes,,,,
80067,yes,61522,2020-03-19,successful,858.303518
80067,yes,61521,2020-03-12,canceled,978.7993555
80067,yes,246924,2020-06-28,successful,536.4945261
80067,yes,209469,2020-04-19,successful,496.2220814
80071,yes,,,,
80170,no,,,,
80198,yes,,,,
80322,yes,,,,
80355,no,,,,
80423,yes,,,,
80437,yes,,,,
80597,yes,,,,
80736,yes,,,,
80798,yes,,,,
80921,yes,,,,
81027,yes,,,,
81282,yes,,,,
81351,yes,,,,
81469,yes,,,,
81589,no,,,,
81911,yes,,,,
81990,yes,70901,2020-03-19,successful,312.3584939
81990,yes,77086,2020-02-10,successful,346.3104026
82192,yes,,,,
82426,yes,,,,
82439,yes,,,,
82648,yes,,,,
82702,yes,,,,
82797,yes,,,,
82949,yes,,,,
83068,yes,,,,
83079,yes,,,,
83091,yes,,,,
83416,yes,,,,
83423,yes,,,,
83643,yes,197505,2020-04-19,canceled,294.9708414
83695,no,,,,
83884,yes,,,,
83964,yes,,,,
84064,yes,,,,
84244,yes,,,,
84682,no,,,,
84710,yes,59978,2020-03-08,successful,1781.007909
84710,yes,284748,2020-05-18,successful,443.9844446
84710,yes,59977,2020-03-18,successful,1450.07893
84722,yes,,,,
84965,yes,,,,
85104,yes,,,,
85556,yes,,,,
85602,yes,,,,
85659,yes,,,,
85668,yes,,,,
85762,no,,,,
85847,yes,,,,
85892,yes,,,,
86102,no,,,,
86116,yes,,,,
86190,no,316244,2020-06-08,successful,484.3544728
86255,yes,,,,
86257,yes,,,,
86480,yes,,,,
86653,yes,,,,
86657,yes,254663,2020-06-24,successful,879.5601715
86707,yes,,,,
87028,yes,,,,
87121,yes,,,,
87238,yes,,,,
87620,no,,,,
87804,yes,,,,
87834,yes,,,,
87909,yes,,,,
88107,yes,,,,
88208,yes,,,,
88218,yes,,,,
88480,yes,,,,
88641,no,,,,
88671,yes,,,,
88770,yes,,,,
88832,yes,,,,
88908,yes,,,,
89040,yes,,,,
89110,yes,,,,
89165,yes,,,,
89205,yes,,,,
89215,yes,,,,
89248,yes,278640,2020-05-12,successful,281.4805477
89381,no,,,,
89407,yes,,,,
89506,yes,,,,
89769,no,,,,
90024,yes,,,,
90030,yes,,,,
90085,yes,,,,
90252,yes,,,,
90372,yes,,,,
90436,no,,,,
90496,no,,,,
90726,yes,,,,
90881,yes,,,,
90935,yes,,,,
91097,yes,,,,
91138,yes,,,,
91397,yes,,,,
91442,yes,,,,
91565,yes,,,,
91916,no,,,,
92180,yes,,,,
92749,no,,,,
92861,yes,,,,
92878,yes,,,,
92945,yes,,,,
93381,yes,,,,
93686,yes,,,,
93714,yes,,,,
93890,yes,,,,
94039,yes,,,,
94101,yes,,,,
94188,yes,,,,
94231,yes,,,,
94385,yes,,,,
94457,yes,,,,
94745,yes,185485,2020-04-25,successful,383.9430854
94784,no,,,,
95007,yes,,,,
95057,yes,,,,
95058,yes,,,,
95220,yes,,,,
95276,yes,,,,
95404,yes,,,,
95447,yes,,,,
95485,yes,,,,
95649,yes,,,,
95747,yes,,,,
95898,yes,,,,
95973,no,,,,
96060,yes,,,,
96301,yes,,,,
96370,yes,,,,
96408,yes,,,,
96482,yes,,,,
96640,yes,,,,
96767,yes,,,,
96839,yes,,,,
96919,yes,,,,
96963,yes,,,,
97086,yes,195959,2020-04-09,successful,519.2853386
97086,yes,195964,2020-04-18,successful,993.420741
97086,yes,269903,2020-05-04,successful,322.8708
97245,no,,,,
97407,yes,,,,
97676,yes,,,,
97842,yes,,,,
97944,no,,,,
98119,yes,,,,
98270,yes,,,,
98281,yes,,,,
98288,yes,,,,
98861,yes,,,,
99221,yes,,,,
99255,yes,,,,
99380,yes,,,,
99467,yes,,,,
99601,yes,,,,
99638,yes,,,,
99761,no,,,,
99792,yes,257676,2020-06-16,successful,917.6669599
99975,no,,,,
100049,yes,,,,
100116,yes,,,,
100235,yes,,,,
100258,yes,,,,
100509,yes,,,,
100528,yes,,,,
100626,yes,,,,
100716,yes,,,,
100845,yes,,,,
100933,yes,,,,
100979,yes,,,,
101121,yes,,,,
101340,yes,,,,
101350,yes,,,,
101541,yes,,,,
101628,yes,,,,
101633,yes,,,,
101748,yes,,,,
101811,yes,,,,
101836,yes,,,,
101901,yes,,,,
101950,yes,,,,
102033,yes,,,,
102066,yes,,,,
102184,yes,,,,
102279,yes,,,,
102304,no,,,,
102428,yes,,,,
102502,yes,,,,
102652,yes,,,,
102713,yes,,,,
102724,yes,,,,
102743,no,,,,
102899,yes,,,,
102950,yes,,,,
102961,no,,,,
103003,yes,,,,
103088,yes,,,,
103134,yes,290053,2020-05-08,successful,299.9042634
103134,yes,25178,2019-11-02,successful,1573.494012
103134,yes,290052,2020-05-14,successful,149.0892433
103280,yes,,,,
103332,yes,231155,2020-06-18,successful,229.1400905
103343,yes,,,,
103378,yes,,,,
103446,yes,288156,2020-05-22,canceled,460.9487325
103489,yes,236946,2020-06-16,successful,242.9091505
103553,yes,,,,
103572,yes,,,,
103587,yes,198428,2020-04-21,successful,203.7087545
103587,yes,198423,2020-04-17,successful,248.2940679
103606,yes,,,,
103621,yes,,,,
103704,yes,197988,2020-04-16,successful,354.0460783
103734,no,308215,2020-06-18,successful,339.4160769
103734,no,214057,2020-04-06,successful,396.2835876
103734,no,206511,2020-04-25,successful,679.4169268
103734,no,254564,2020-06-13,successful,477.8218798
103734,no,248900,2020-06-02,successful,462.1014475
103734,no,301800,2020-06-03,successful,372.6995652
103734,no,321952,2020-05-23,successful,300.5679519
103734,no,273138,2020-05-16,successful,225.1886184
103751,yes,,,,
103753,yes,,,,
103941,yes,,,,
103996,yes,,,,
104012,yes,,,,
104019,yes,193623,2020-04-04,successful,829.5272782
104053,yes,,,,
104065,yes,,,,
104071,yes,,,,
104080,yes,246354,2020-06-23,successful,462.0897092
104148,yes,,,,
104176,yes,,,,
104254,yes,,,,
104353,yes,,,,
104399,yes,,,,
104453,no,180823,2020-04-01,successful,217.1567751
104453,no,345880,2020-05-25,successful,94.60122436
104523,yes,218720,2020-04-01,successful,792.7594537
104586,yes,235355,2020-06-27,successful,558.1055812
104747,yes,207179,2020-04-14,successful,460.9022626
104747,yes,210360,2020-04-21,successful,265.091199
104747,yes,210363,2020-04-29,successful,160.1409811
104754,yes,295281,2020-05-07,successful,428.1686441
104763,no,189325,2020-04-27,successful,1149.912363
104763,no,311344,2020-06-28,successful,376.5599465
104763,no,218357,2020-04-19,successful,288.7172467
104822,yes,,,,
104960,yes,,,,
105121,yes,,,,
105134,yes,,,,
105163,yes,,,,
105172,no,,,,
105221,yes,,,,
105300,yes,217702,2020-04-03,successful,800.1878126
105392,no,307490,2020-06-26,successful,421.6921722
105392,no,298820,2020-06-27,successful,217.647712
105401,yes,,,,
105569,yes,,,,
105691,yes,,,,
105779,no,,,,
105817,no,298301,2020-06-22,successful,3205.815212
105891,yes,,,,
105922,yes,,,,
106085,yes,253104,2020-06-16,successful,457.5080949
106085,yes,246264,2020-06-07,successful,257.8541125
106125,yes,242208,2020-06-08,successful,444.7343803
106209,yes,,,,
106230,no,,,,
106389,yes,,,,
106579,no,,,,
106646,yes,232684,2020-06-18,successful,255.6774884
106706,no,198184,2020-04-21,successful,551.860323
106706,no,199423,2020-04-04,successful,1910.85269
106722,yes,231641,2020-06-30,successful,820.5191218
106781,yes,,,,
106955,yes,,,,
106958,yes,63206,2020-03-06,successful,662.7089463
106958,yes,183249,2020-04-20,successful,1241.035735
106958,yes,75616,2020-02-08,successful,298.0169456
106958,yes,65863,2020-03-09,successful,186.5291981
106958,yes,235598,2020-06-30,successful,144.0052128
106958,yes,72653,2020-02-14,successful,630.9833722
106958,yes,183423,2020-04-22,successful,455.8005212
106998,yes,231089,2020-06-08,successful,1339.051305
107030,yes,,,,
107083,yes,,,,
107107,yes,,,,
107281,yes,288093,2020-05-31,successful,610.4323862
107500,yes,,,,
107739,yes,,,,
107948,yes,,,,
107952,yes,,,,
107984,yes,,,,
108048,yes,,,,
108227,no,203320,2020-04-22,successful,680.960804
108227,no,302730,2020-06-04,successful,305.4810466
108247,yes,242474,2020-06-12,successful,1037.58071
108247,yes,296382,2020-05-14,successful,1503.530653
108268,yes,,,,
108317,yes,,,,
108606,yes,,,,
108619,yes,,,,
108709,yes,,,,
108773,no,,,,
108865,yes,191969,2020-04-24,successful,1316.020033
108865,yes,217942,2020-04-29,successful,1131.54769
108865,yes,191949,2020-04-06,successful,1352.592652
108865,yes,191959,2020-04-18,successful,46.98864774
108865,yes,197052,2020-04-27,successful,589.1705837
108865,yes,191954,2020-04-07,successful,1633.893788
108865,yes,191945,2020-04-29,successful,345.9743373
108957,yes,,,,
108983,yes,,,,
109000,no,214558,2020-04-08,successful,745.5745836
109128,yes,,,,
109210,yes,,,,
109723,yes,,,,
109737,yes,55904,2020-03-29,successful,663.0255539
109765,no,,,,
110032,yes,,,,
110136,yes,,,,
110468,no,,,,
110473,yes,197220,2020-04-29,successful,403.590783
110812,yes,,,,
111134,yes,,,,
111352,no,,,,
111607,no,,,,
111670,yes,,,,
111689,yes,,,,
111991,yes,,,,
111997,no,216391,2020-04-03,successful,893.0095914
112137,yes,,,,
112278,yes,,,,
112290,yes,214070,2020-04-25,successful,1376.967318
112553,yes,,,,
112714,yes,,,,
112866,no,,,,
112986,yes,,,,
113381,yes,,,,
113477,yes,,,,
113585,yes,,,,
113729,yes,,,,
113755,yes,,,,
113943,yes,,,,
114086,yes,50391,2020-01-06,successful,166.9520654
114256,yes,,,,
114413,yes,,,,
114525,yes,,,,
114527,yes,,,,
114600,yes,,,,
114746,yes,,,,
114835,yes,,,,
114867,yes,,,,
114875,yes,,,,
114925,no,334003,2020-05-07,successful,911.191815
114925,no,187319,2020-04-29,successful,151.3244413
114925,no,61363,2020-03-27,successful,223.1215269
114925,no,211869,2020-04-01,successful,1274.728687
114925,no,61365,2020-03-24,successful,363.4580955
114925,no,196942,2020-04-25,successful,801.417618
115069,yes,202456,2020-04-23,successful,417.5480304
115069,yes,202464,2020-04-06,successful,393.0886886
115069,yes,202459,2020-04-13,successful,494.2064192
115069,yes,295352,2020-05-05,successful,950.7044507
115069,yes,202462,2020-04-07,successful,1293.924316
115069,yes,202440,2020-04-17,successful,259.0680089
115138,yes,,,,
115168,yes,,,,
115191,yes,,,,
115253,yes,,,,
115256,yes,,,,
115328,yes,,,,
115641,yes,,,,
115664,yes,,,,
115722,no,,,,
115824,yes,,,,
115835,yes,,,,
115894,yes,,,,
115931,yes,,,,
116178,yes,,,,
116275,yes,,,,
116276,yes,,,,
116307,yes,,,,
116374,yes,277889,2020-05-03,successful,298.3687761
116374,yes,55532,2020-03-09,successful,464.3693179
116374,yes,274249,2020-05-20,successful,531.3367961
116374,yes,79440,2020-02-15,successful,479.6976611
116374,yes,59764,2020-03-05,successful,1152.093878
116565,yes,,,,
116733,yes,284709,2020-05-13,successful,235.5512768
116778,yes,26435,2019-11-29,successful,237.1193648
116941,yes,,,,
117166,no,298528,2020-06-20,canceled,292.7433081
117211,yes,,,,
117263,yes,,,,
117283,yes,,,,
117455,yes,,,,
117629,yes,,,,
117891,yes,,,,
118038,yes,,,,
118398,yes,29006,2019-11-13,successful,507.9949934
118487,yes,,,,
118507,yes,,,,
118811,yes,,,,
118838,yes,55446,2020-03-25,successful,649.5683378
118841,yes,,,,
119181,yes,,,,
119414,yes,236024,2020-06-29,successful,558.1206193
119431,yes,,,,
119807,yes,,,,
119882,yes,,,,
120170,yes,,,,
120299,yes,,,,
120376,yes,,,,
120701,yes,,,,
120776,yes,,,,
120891,yes,,,,
121295,yes,,,,
121364,yes,,,,
121453,yes,,,,
121491,yes,,,,
121597,yes,,,,
121612,yes,,,,
121836,yes,,,,
121913,yes,,,,
122016,no,,,,
122293,yes,,,,
122323,yes,,,,
122327,yes,,,,
122501,yes,,,,
122568,no,,,,
122584,yes,195056,2020-04-18,successful,576.3815824
122584,yes,195060,2020-04-11,successful,627.116869
122584,yes,193874,2020-04-29,successful,507.6072637
122584,yes,193864,2020-04-30,successful,442.6851108
122584,yes,193867,2020-04-01,successful,624.8547992
122584,yes,193863,2020-04-08,successful,168.9423544
122584,yes,193873,2020-04-20,successful,686.6272089
122832,no,,,,
122888,yes,,,,
122991,yes,,,,
123073,no,,,,
123421,yes,,,,
123545,yes,,,,
123814,yes,,,,
123921,yes,,,,
124140,no,,,,
124271,yes,,,,
124359,yes,,,,
124456,yes,,,,
124570,yes,,,,
124986,yes,,,,
124993,yes,,,,
125035,yes,184422,2020-04-04,successful,536.267715
125278,no,,,,
125372,yes,,,,
125442,yes,,,,
125468,yes,,,,
125470,yes,,,,
125512,yes,,,,
125544,yes,,,,
125568,yes,,,,
125587,yes,61952,2020-03-10,successful,358.3400526
125808,yes,,,,
125811,yes,,,,
125912,yes,,,,
126034,yes,,,,
126118,yes,,,,
126195,yes,,,,
126204,yes,,,,
126240,yes,,,,
126312,yes,,,,
126315,no,307485,2020-06-17,successful,325.4095831
126397,yes,29608,2019-11-19,successful,343.0768888
126459,yes,,,,
126494,yes,,,,
126605,yes,,,,
126611,yes,,,,
126754,yes,,,,
126759,yes,,,,
126788,no,,,,
126818,yes,,,,
126840,yes,,,,
126878,yes,,,,
126955,yes,,,,
127049,yes,,,,
127061,no,,,,
127272,yes,,,,
127471,yes,29795,2019-11-08,successful,116.8132165
127503,yes,,,,
127579,yes,,,,
127593,yes,,,,
127612,yes,,,,
127649,yes,,,,
127698,yes,,,,
127778,yes,66642,2020-03-21,successful,869.9704016
127778,yes,66678,2020-03-03,successful,380.886989
127918,yes,,,,
127944,yes,,,,
127945,yes,,,,
127949,yes,56553,2020-03-25,successful,134.1736245
127949,yes,56613,2020-03-13,successful,395.7156698
127986,yes,,,,
128031,yes,,,,
128071,yes,,,,
128147,yes,,,,
128177,yes,,,,
128208,no,,,,
128232,yes,,,,
128261,yes,,,,
128299,yes,,,,
128354,yes,,,,
128389,yes,76614,2020-02-16,successful,701.0944155
128441,yes,,,,
128452,yes,,,,
128511,yes,,,,
128554,yes,,,,
128569,yes,,,,
128632,yes,,,,
128683,yes,,,,
128696,yes,,,,
128891,yes,,,,
129082,yes,,,,
129122,yes,,,,
129151,yes,,,,
129272,yes,,,,
129283,yes,,,,
129287,no,,,,
129321,yes,,,,
129360,yes,,,,
129394,yes,,,,
129494,yes,,,,
129579,yes,,,,
129588,yes,,,,
129699,yes,,,,
129748,yes,,,,
129776,yes,,,,
129810,yes,,,,
129867,yes,,,,
129923,yes,,,,
129975,yes,,,,
130033,yes,,,,
130044,no,,,,
130069,yes,,,,
